"São Jerônimo da Serra","Sao Jeronimo da Serra","-23.7278","-50.7408","Brazil","BR","BRA","Paraná","","11128","1076606884"
"La Escala","La Escala","42.1136","3.1350","Spain","ES","ESP","Catalonia","","10497","1724179196"
"Leers","Leers","50.6817","3.2439","France","FR","FRA","Hauts-de-France","","9400","1250179174"
"Kirensk","Kirensk","57.7833","108.1000","Russia","RU","RUS","Irkutskaya Oblast’","","11139","1643494440"
"Bertinoro","Bertinoro","44.1500","12.1333","Italy","IT","ITA","Emilia-Romagna","","10947","1380444887"
"Hikawadai","Hikawadai","32.5825","130.6736","Japan","JP","JPN","Kumamoto","","11038","1392660609"
"Mango","Mango","27.9915","-82.3070","United States","US","USA","Florida","","11137","1840014157"
"Shōō","Shoo","35.0419","134.1161","Japan","JP","JPN","Okayama","","10933","1392003081"
"Fitzgerald","Fitzgerald","31.7135","-83.2515","United States","US","USA","Georgia","","11135","1840013855"
"Parthenay","Parthenay","46.6486","-0.2469","France","FR","FRA","Nouvelle-Aquitaine","minor","10235","1250234426"
"Huntingdon","Huntingdon","40.5000","-78.0097","United States","US","USA","Pennsylvania","","11134","1840001068"
"Hagen im Bremischen","Hagen im Bremischen","53.3577","8.6456","Germany","DE","DEU","Lower Saxony","","11077","1276318696"
"Tepetlán","Tepetlan","19.6667","-96.8000","Mexico","MX","MEX","Veracruz","minor","9668","1484555085"
"Selma","Selma","29.5866","-98.3133","United States","US","USA","Texas","","11132","1840022221"
"Warka","Warka","51.7833","21.2000","Poland","PL","POL","Mazowieckie","","11035","1616212108"
"Fronteiras","Fronteiras","-7.0878","-40.6158","Brazil","BR","BRA","Piauí","","11117","1076000188"
"Damme","Damme","51.2500","3.2833","Belgium","BE","BEL","Flanders","","11008","1056742472"
"Campolongo Maggiore","Campolongo Maggiore","45.3305","12.0483","Italy","IT","ITA","Veneto","","10678","1380044601"
"Wen’anyi","Wen'anyi","36.8658","110.0553","China","CN","CHN","Shaanxi","","11075","1156356046"
"Satellite Beach","Satellite Beach","28.1782","-80.6019","United States","US","USA","Florida","","11130","1840015961"
"Wangjiabian","Wangjiabian","38.2412","110.2353","China","CN","CHN","Shaanxi","","11050","1156399638"
"Biganos","Biganos","44.6442","-0.9783","France","FR","FRA","Nouvelle-Aquitaine","","10921","1250481750"
"Ráckeve","Rackeve","47.1608","18.9456","Hungary","HU","HUN","Pest","minor","10956","1348331289"
"Viranşehir","Viransehir","37.2306","39.7653","Turkey","TR","TUR","Şanlıurfa","minor","11063","1792566461"
"Agua de Dios","Agua de Dios","4.3781","-74.6683","Colombia","CO","COL","Cundinamarca","minor","10995","1170261758"
"El Águila","El Aguila","4.9081","-76.0422","Colombia","CO","COL","Valle del Cauca","minor","11069","1170584025"
"Mawu","Mawu","34.4310","104.9187","China","CN","CHN","Gansu","","11015","1156424951"
"Itainópolis","Itainopolis","-7.4469","-41.4778","Brazil","BR","BRA","Piauí","","11109","1076648651"
"Hammelburg","Hammelburg","50.1167","9.9000","Germany","DE","DEU","Bavaria","","11037","1276000245"
"Campinorte","Campinorte","-14.3139","-49.1519","Brazil","BR","BRA","Goiás","","11111","1076281992"
"Mayfield","Mayfield","36.7370","-88.6446","United States","US","USA","Kentucky","","11121","1840015268"
"Lanham","Lanham","38.9621","-76.8421","United States","US","USA","Maryland","","11120","1840026687"
"Sigatoka","Sigatoka","-18.1500","177.5000","Fiji","FJ","FJI","Nadroga and Navosa","","9622","1242813237"
"Franklin Lakes","Franklin Lakes","41.0086","-74.2083","United States","US","USA","New Jersey","","11119","1840003553"
"Sosnivka","Sosnivka","50.2946","24.2525","Ukraine","UA","UKR","L’vivs’ka Oblast’","","11058","1804036545"
"Karapa","Karapa","16.9000","82.1667","India","IN","IND","Andhra Pradesh","","10086","1356018044"
"Gulf Gate Estates","Gulf Gate Estates","27.2587","-82.5065","United States","US","USA","Florida","","11118","1840029040"
"De Pinte","De Pinte","50.9919","3.6478","Belgium","BE","BEL","Flanders","","10532","1056508352"
"Moita Bonita","Moita Bonita","-10.5778","-37.3428","Brazil","BR","BRA","Sergipe","","11001","1076243003"
"Sarayköy","Saraykoy","37.9265","28.9267","Turkey","TR","TUR","Denizli","minor","11042","1792181527"
"Calçado","Calcado","-8.7419","-36.3339","Brazil","BR","BRA","Pernambuco","","11018","1076615496"
"Akhnūr","Akhnur","32.9000","74.7353","India","IN","IND","Jammu and Kashmīr","","10770","1356433902"
"Myślibórz","Mysliborz","52.9250","14.8667","Poland","PL","POL","Zachodniopomorskie","minor","11049","1616407161"
"Enebakk","Enebakk","59.7639","11.1444","Norway","NO","NOR","Akershus","","11065","1578782892"
"Montale","Montale","43.9333","11.0167","Italy","IT","ITA","Tuscany","","10777","1380772390"
"Veselí nad Moravou","Veseli nad Moravou","48.9536","17.3765","Czechia","CZ","CZE","Jihomoravský Kraj","","10807","1203951522"
"Pedernales","Pedernales","18.0380","-71.7410","Dominican Republic","DO","DOM","Enriquillo","minor","11072","1214415453"
"Yorktown","Yorktown","40.1830","-85.5123","United States","US","USA","Indiana","","11111","1840010463"
"Bolkhov","Bolkhov","53.4500","36.0000","Russia","RU","RUS","Orlovskaya Oblast’","","11097","1643585692"
"Garrucha","Garrucha","37.1833","-1.8167","Spain","ES","ESP","Andalusia","","9875","1724316794"
"Town and Country","Town and Country","38.6317","-90.4790","United States","US","USA","Missouri","","11109","1840010738"
"Gottmadingen","Gottmadingen","47.7356","8.7767","Germany","DE","DEU","Baden-Württemberg","","10656","1276476754"
"Miyato","Miyato","36.1772","139.1814","Japan","JP","JPN","Gunma","","10783","1392417076"
"Waasmunster","Waasmunster","51.0667","4.0333","Belgium","BE","BEL","Flanders","","10768","1056237284"
"Nazyvayevsk","Nazyvayevsk","55.5667","71.3500","Russia","RU","RUS","Omskaya Oblast’","","11101","1643639751"
"Ostbevern","Ostbevern","52.0389","7.8458","Germany","DE","DEU","North Rhine-Westphalia","","10982","1276717272"
"Parapuã","Parapua","-21.7681","-50.7717","Brazil","BR","BRA","São Paulo","","11098","1076691844"
"Panguipulli","Panguipulli","-39.6419","-72.3334","Chile","CL","CHL","Araucanía","","11091","1152158717"
"Beiuş","Beius","46.6500","22.3500","Romania","RO","ROU","Bihor","","10667","1642734530"
"Tournon-sur-Rhône","Tournon-sur-Rhone","45.0672","4.8328","France","FR","FRA","Auvergne-Rhône-Alpes","minor","10598","1250710845"
"Fulton","Fulton","43.3171","-76.4162","United States","US","USA","New York","","11102","1840000347"
"Mount Sinai","Mount Sinai","40.9372","-73.0180","United States","US","USA","New York","","11101","1840005049"
"Princess Anne","Princess Anne","38.2054","-75.6969","United States","US","USA","Maryland","","11101","1840006279"
"Jefferson Hills","Jefferson Hills","40.2927","-79.9329","United States","US","USA","Pennsylvania","","11101","1840001280"
"Marly","Marly","49.0611","6.1497","France","FR","FRA","Grand Est","","10160","1250026815"
"Lindon","Lindon","40.3414","-111.7187","United States","US","USA","Utah","","11100","1840020169"
"Janāpul","Janapul","22.8615","88.6868","India","IN","IND","West Bengal","","9515","1356020133"
"Fao Rai","Fao Rai","18.0175","103.3057","Thailand","TH","THA","Nong Khai","minor","10978","1764038877"
"Manaíra","Manaira","-7.7058","-38.1539","Brazil","BR","BRA","Paraíba","","11066","1076296025"
"Guilherand","Guilherand","44.9344","4.8747","France","FR","FRA","Auvergne-Rhône-Alpes","","10760","1250707207"
"Hamilton","Hamilton","39.9432","-77.7327","United States","US","USA","Pennsylvania","","11097","1840147456"
"Vilyuysk","Vilyuysk","63.7500","121.6167","Russia","RU","RUS","Sakha (Yakutiya)","","11095","1643430483"
"Canton","Canton","44.5802","-75.1978","United States","US","USA","New York","","11095","1840004065"
"Feldkirchen-Westerham","Feldkirchen-Westerham","47.9000","11.8500","Germany","DE","DEU","Bavaria","","10890","1276377703"
"Karīmpur","Karimpur","23.9667","88.6167","India","IN","IND","West Bengal","","9661","1356853498"
"Maysville","Maysville","38.6454","-83.7911","United States","US","USA","Kentucky","","11093","1840015180"
"Belén de los Andaquíes","Belen de los Andaquies","1.4164","-75.8727","Colombia","CO","COL","Caquetá","minor","11081","1170848387"
"São José do Jacuípe","Sao Jose do Jacuipe","-11.4119","-39.8669","Brazil","BR","BRA","Bahia","","11061","1076174569"
"South Yarmouth","South Yarmouth","41.6692","-70.2005","United States","US","USA","Massachusetts","","11091","1840004766"
"Campton Hills","Campton Hills","41.9499","-88.4166","United States","US","USA","Illinois","","11091","1840000495"
"Woodbury","Woodbury","41.3284","-74.1004","United States","US","USA","New York","","11089","1840004883"
"Rifle","Rifle","39.5362","-107.7729","United States","US","USA","Colorado","","11089","1840020185"
"Narimanov","Narimanov","46.6833","47.8500","Russia","RU","RUS","Astrakhanskaya Oblast’","","11079","1643669598"
"Motta di Livenza","Motta di Livenza","45.7797","12.6086","Italy","IT","ITA","Veneto","","10801","1380977215"
"Ban Yang Hom","Ban Yang Hom","19.9223","100.3057","Thailand","TH","THA","Chiang Rai","","10939","1764266179"
"Iacanga","Iacanga","-21.8900","-49.0247","Brazil","BR","BRA","São Paulo","","11066","1076775071"
"Bennettsville","Bennettsville","34.6303","-79.6874","United States","US","USA","South Carolina","","11086","1840013583"
"Stropkov","Stropkov","49.2050","21.6514","Slovakia","SK","SVK","Prešovský","minor","10654","1703240636"
"Walden","Walden","41.5603","-74.1879","United States","US","USA","New York","","11085","1840004880"
"Grove City","Grove City","41.1572","-80.0894","United States","US","USA","Pennsylvania","","11085","1840000660"
"São Ludgero","Sao Ludgero","-28.3258","-49.1767","Brazil","BR","BRA","Santa Catarina","","10993","1076888783"
"Burgstädt","Burgstadt","50.9167","12.8167","Germany","DE","DEU","Saxony","","10672","1276198411"
"Griñón","Grinon","40.2167","-3.8500","Spain","ES","ESP","Madrid","","10467","1724085854"
"Lexington Park","Lexington Park","38.2543","-76.4415","United States","US","USA","Maryland","","11082","1840006231"
"Canandaigua","Canandaigua","42.8607","-77.3183","United States","US","USA","New York","","11082","1840000392"
"Merriam","Merriam","39.0186","-94.6933","United States","US","USA","Kansas","","11081","1840003830"
"Jandaíra","Jandaira","-11.5639","-37.7839","Brazil","BR","BRA","Bahia","","11063","1076091666"
"Andacollo","Andacollo","-30.2167","-71.0833","Chile","CL","CHL","Coquimbo","","11044","1152597504"
"Olbernhau","Olbernhau","50.6667","13.3333","Germany","DE","DEU","Saxony","","10991","1276224877"
"Altamira do Maranhão","Altamira do Maranhao","-4.1650","-45.4700","Brazil","BR","BRA","Maranhão","","11063","1076746584"
"Westwood","Westwood","40.9878","-74.0308","United States","US","USA","New Jersey","","11078","1840000923"
"Lower Burrell","Lower Burrell","40.5818","-79.7141","United States","US","USA","Pennsylvania","","11078","1840001132"
"Valley Center","Valley Center","33.2330","-117.0157","United States","US","USA","California","","11077","1840019349"
"Side","Side","36.7667","31.3889","Turkey","TR","TUR","Antalya","","11000","1792879395"
"Avelino Lopes","Avelino Lopes","-10.1369","-43.9489","Brazil","BR","BRA","Piauí","","11067","1076060321"
"Nova Ubiratã","Nova Ubirata","-12.9908","-55.2550","Brazil","BR","BRA","Mato Grosso","","11074","1076543428"
"Brotas de Macaúbas","Brotas de Macaubas","-11.9989","-42.6258","Brazil","BR","BRA","Bahia","","11070","1076204887"
"East Hanover","East Hanover","40.8192","-74.3638","United States","US","USA","New Jersey","","11072","1840081722"
"Cachoeira de Minas","Cachoeira de Minas","-22.3550","-45.7789","Brazil","BR","BRA","Minas Gerais","","11034","1076635151"
"Silverton","Silverton","45.0031","-122.7809","United States","US","USA","Oregon","","11068","1840021226"
"Villa La Angostura","Villa La Angostura","-40.7616","-71.6448","Argentina","AR","ARG","Neuquén","minor","11063","1032303492"
"Wahpeton","Wahpeton","46.2722","-96.6118","United States","US","USA","North Dakota","","11067","1840000228"
"Bolivar","Bolivar","37.6057","-93.4174","United States","US","USA","Missouri","","11067","1840007578"
"Storm Lake","Storm Lake","42.6431","-95.1969","United States","US","USA","Iowa","","11066","1840000397"
"Costeşti","Costesti","46.8678","28.8022","Moldova","MD","MDA","Ialoveni","","10907","1498958182"
"Onna","Onna","26.4975","127.8536","Japan","JP","JPN","Okinawa","","10852","1392551931"
"Cidade Gaúcha","Cidade Gaucha","-23.3800","-52.9450","Brazil","BR","BRA","Paraná","","11062","1076061148"
"Thouaré-sur-Loire","Thouare-sur-Loire","47.2689","-1.4383","France","FR","FRA","Pays de la Loire","","10261","1250011839"
"Gemona del Friuli","Gemona del Friuli","46.2741","13.1224","Italy","IT","ITA","Friuli-Venezia Giulia","","10869","1380484180"
"Rostraver","Rostraver","40.1686","-79.8086","United States","US","USA","Pennsylvania","","11062","1840144128"
"Chornomorske","Chornomorske","45.5031","32.7050","Ukraine","UA","UKR","Krym, Avtonomna Respublika","minor","11039","1804755639"
"Whitehall","Whitehall","43.4003","-86.3406","United States","US","USA","Michigan","","11061","1840000366"
"Obuse","Obuse","36.6978","138.3122","Japan","JP","JPN","Nagano","","10510","1392708424"
"Santana do Mundaú","Santana do Mundau","-9.1678","-36.2219","Brazil","BR","BRA","Alagoas","","11009","1076092281"
"Sosnovka","Sosnovka","56.2500","51.2833","Russia","RU","RUS","Kirovskaya Oblast’","","11027","1643274224"
"Urdorf","Urdorf","47.3867","8.4278","Switzerland","CH","CHE","Zürich","","9768","1756382154"
"Pingtouchuanxiang","Pingtouchuanxiang","35.8763","105.3241","China","CN","CHN","Gansu","","10978","1156361711"
"Lake Grove","Lake Grove","40.8586","-73.1168","United States","US","USA","New York","","11056","1840005121"
"Moss Bluff","Moss Bluff","30.3039","-93.2051","United States","US","USA","Louisiana","","11055","1840013962"
"Nieder-Olm","Nieder-Olm","49.9083","8.2028","Germany","DE","DEU","Rhineland-Palatinate","","10150","1276571549"
"Young","Young","-34.3000","148.3000","Australia","AU","AUS","New South Wales","","10295","1036073044"
"Norwell","Norwell","42.1608","-70.8177","United States","US","USA","Massachusetts","","11054","1840053572"
"Dek’emhāre","Dek'emhare","15.0700","39.0475","Eritrea","ER","ERI","Debub","","10959","1232763839"
"Acari","Acari","-6.4358","-36.6389","Brazil","BR","BRA","Rio Grande do Norte","","11035","1076782658"
"Malente","Malente","54.1667","10.5500","Germany","DE","DEU","Schleswig-Holstein","","10895","1276687583"
"Ponte Serrada","Ponte Serrada","-26.8719","-52.0158","Brazil","BR","BRA","Santa Catarina","","11031","1076102592"
"Grosse Pointe Park","Grosse Pointe Park","42.3794","-82.9288","United States","US","USA","Michigan","","11050","1840003978"
"Shalushka","Shalushka","43.5261","43.5594","Russia","RU","RUS","Kabardino-Balkariya","","11004","1643016324"
"Four Corners","Four Corners","29.6705","-95.6596","United States","US","USA","Texas","","11049","1840018265"
"Paranatama","Paranatama","-8.9208","-36.6581","Brazil","BR","BRA","Pernambuco","","11001","1076776179"
"Schleusingen","Schleusingen","50.5117","10.7506","Germany","DE","DEU","Thuringia","","10960","1276153970"
"Santa Teresinha (2)","Santa Teresinha (2)","-7.3778","-37.4800","Brazil","BR","BRA","Pernambuco","","10991","1076032164"
"Grand Haven","Grand Haven","43.0553","-86.2201","United States","US","USA","Michigan","","11047","1840002995"
"Holbrook","Holbrook","42.1471","-71.0057","United States","US","USA","Massachusetts","","11045","1840053551"
"Borovsk","Borovsk","55.2000","36.4833","Russia","RU","RUS","Kaluzhskaya Oblast’","","10966","1643432341"
"Igarapé Grande","Igarape Grande","-4.5850","-44.8528","Brazil","BR","BRA","Maranhão","","11041","1076258716"
"Methil","Methil","56.1844","-3.0223","United Kingdom","GB","GBR","Fife","","10800","1826468854"
"Hakone","Hakone","35.1894","139.0264","Japan","JP","JPN","Kanagawa","","10925","1392115612"
"Céu Azul","Ceu Azul","-25.1469","-53.8489","Brazil","BR","BRA","Paraná","","11032","1076175311"
"Vera Cruz","Vera Cruz","-22.2200","-49.8189","Brazil","BR","BRA","São Paulo","","10997","1076644611"
"Two Rivers","Two Rivers","44.1564","-87.5824","United States","US","USA","Wisconsin","","11041","1840002206"
"Botuporã","Botupora","-13.3819","-42.5228","Brazil","BR","BRA","Bahia","","11021","1076965505"
"Gleisdorf","Gleisdorf","47.1039","15.7083","Austria","AT","AUT","Steiermark","","10763","1040059456"
"Martinengo","Martinengo","45.5704","9.7674","Italy","IT","ITA","Lombardy","","10560","1380797479"
"Zasechnoye","Zasechnoye","53.1142","45.0601","Russia","RU","RUS","Penzenskaya Oblast’","","10906","1643364580"
"Bowral","Bowral","-34.4792","150.4181","Australia","AU","AUS","New South Wales","","10335","1036253752"
"Al Atārib","Al Atarib","36.1389","36.8300","Syria","SY","SYR","Ḩalab","minor","10657","1760645780"
"Lawrenceburg","Lawrenceburg","35.2497","-87.3325","United States","US","USA","Tennessee","","11035","1840014568"
"Pragadavaram","Pragadavaram","17.0167","81.0167","India","IN","IND","Andhra Pradesh","","10755","1356533408"
"Orlu","Orlu","5.7837","7.0333","Nigeria","NG","NGA","Imo","minor","9351","1566062510"
"Drăgăneşti-Olt","Draganesti-Olt","44.1697","24.5300","Romania","RO","ROU","Olt","","10894","1642857216"
